Sample,OTU,Count,Model_Jul04,OTU_CODE
00040CSR,Calineuria,9,N,B27
00040CSR,Chironominae,54,N,B37
00040CSR,Cinygmula,3,N,B40
00040CSR,Clinocera,2,N,B43
00040CSR,Corydalidae,1,N,B47
00040CSR,Despaxia,1,N,B54
00040CSR,Diamesinae,4,N,B56
00040CSR,Dixa,1,N,B61
00040CSR,Doroneuria,4,N,B65
00040CSR,Drunella_coloradensis/flavilinea,5,N,B66
00040CSR,Drunella_doddsi,92,N,B67
00040CSR,Epeorus,22,N,B77
00040CSR,Glossosoma,47,N,B89
00040CSR,Glutops,2,N,B90
00040CSR,Heterlimnius,35,N,B104
00040CSR,Hydropsyche,4,N,B114
00040CSR,Ironodes,2,N,B116
00040CSR,Megarcys,10,N,B137
00040CSR,Micrasema,1,N,B140
00040CSR,Moselia,3,N,B143
00040CSR,Narpus,4,N,B145
00040CSR,Nematoda,2,N,B146
00040CSR,Neophylax,1,N,B149
00040CSR,Orthocladiinae,20,N,B162
00040CSR,Parapsyche,3,N,B166
00040CSR,Pedomoecus,1,N,B168
00040CSR,Pteronarcys,1,N,B193
00040CSR,Rhithrogena,38,N,B197
00040CSR,Rhyacophila,41,N,B199
00040CSR,Serratella,2,N,B200
00040CSR,Trombidiformes,1,N,B223
00040CSR,Visoka,6,N,B227
00040CSR,Yoraperla,1,N,B230
00040CSR,Zapada,7,N,B232
00041CSR,Ameletus,3,C,B6
00041CSR,Baetis,35,C,B21
00041CSR,Ceratopogoninae,1,C,B33
00041CSR,Chironominae,194,C,B37
00041CSR,Cinygma,1,C,B39
00041CSR,Despaxia,1,C,B54
00041CSR,Dicranota,15,C,B58
00041CSR,Diphetor_hageni,22,C,B59
00041CSR,Dixa,5,C,B61
00041CSR,Doroneuria,6,C,B65
00041CSR,Drunella_coloradensis/flavilinea,1,C,B66
00041CSR,Epeorus,1,C,B77
00041CSR,Forcipomyiinae,4,C,B87
00041CSR,Glossosoma,1,C,B89
00041CSR,Ironodes,2,C,B116
00041CSR,Kathroperla,1,C,B120
00041CSR,Lara,2,C,B124
00041CSR,Lepidostoma,1,C,B125
00041CSR,Leptophlebiidae,16,C,B127
00041CSR,Malenka,17,C,B134
00041CSR,Micrasema,1,C,B140
00041CSR,Moselia,2,C,B143
00041CSR,Nematoda,1,C,B146
00041CSR,Neothremma,7,C,B150
00041CSR,Oligochaeta,8,C,B156
00041CSR,Orthocladiinae,86,C,B162
00041CSR,Parapsyche,12,C,B166
00041CSR,Pteronarcys,1,C,B193
00041CSR,Rhithrogena,1,C,B197
00041CSR,Rhyacophila,24,C,B199
00041CSR,Simulium,2,C,B204
00041CSR,Soliperla,4,C,B206
00041CSR,Sphaeriidae,1,C,B209
00041CSR,Sweltsa,25,C,B214
00041CSR,Trombidiformes,5,C,B223
00041CSR,Turbellaria,4,C,B225
00041CSR,Wormaldia,5,C,B229
00041CSR,Yoraperla,21,C,B230
00041CSR,Zapada,38,C,B232
00042CSR,Acentrella,1,N,B1
00042CSR,Ameletus,4,N,B6
00042CSR,Baetis,174,N,B21
00042CSR,Calineuria,1,N,B27
00042CSR,Ceratopogoninae,1,N,B33
00042CSR,Chironominae,29,N,B37
00042CSR,Cinygmula,51,N,B40
00042CSR,Dicosmoecus,3,N,B57
00042CSR,Dicranota,5,N,B58
00042CSR,Diphetor_hageni,1,N,B59
00042CSR,Dixa,1,N,B61
00042CSR,Doroneuria,3,N,B65
00042CSR,Drunella_coloradensis/flavilinea,2,N,B66
00042CSR,Epeorus,3,N,B77
00042CSR,Hesperoconopa,1,N,B102
00042CSR,Hesperoperla,1,N,B103
00042CSR,Kogotus,1,N,B121
00042CSR,Leptophlebiidae,2,N,B127
00042CSR,Malenka,2,N,B134
00042CSR,Narpus,1,N,B145
00042CSR,Nematoda,1,N,B146
00042CSR,Neophylax,1,N,B149
00042CSR,Oligochaeta,66,N,B156
00042CSR,Orthocladiinae,6,N,B162
00042CSR,Rhithrogena,4,N,B197
00042CSR,Rhyacophila,29,N,B199
00042CSR,Simulium,1,N,B204
00042CSR,Suwallia,5,N,B213
00042CSR,Sweltsa,1,N,B214
00042CSR,Trombidiformes,2,N,B223
00042CSR,Yoraperla,3,N,B230
00043CSR,Antocha,1,N,B13
00043CSR,Arctopsyche,6,N,B15
00043CSR,Baetis,65,N,B21
00043CSR,Chelifera,3,N,B34
00043CSR,Chironominae,24,N,B37
00043CSR,Cinygmula,2,N,B40
00043CSR,Diamesinae,8,N,B56
00043CSR,Dicranota,1,N,B58
00043CSR,Doroneuria,12,N,B65
00043CSR,Drunella_coloradensis/flavilinea,12,N,B66
00043CSR,Drunella_doddsi,3,N,B67
00043CSR,Epeorus,4,N,B77
00043CSR,Glossosoma,3,N,B89
00043CSR,Glutops,2,N,B90
00043CSR,Heterlimnius,16,N,B104
00043CSR,Hexatoma,1,N,B106
00043CSR,Hydropsyche,2,N,B114
00043CSR,Ironodes,1,N,B116
00043CSR,Kathroperla,2,N,B120
00043CSR,Lepidostoma,2,N,B125
00043CSR,Leptophlebiidae,1,N,B127
00043CSR,Malenka,3,N,B134
00043CSR,Megarcys,8,N,B137
00043CSR,Narpus,3,N,B145
00043CSR,Neophylax,3,N,B149
00043CSR,Neothremma,1,N,B150
00043CSR,Orthocladiinae,54,N,B162
00043CSR,Parapsyche,2,N,B166
00043CSR,Rhithrogena,8,N,B197
00043CSR,Rhyacophila,32,N,B199
00043CSR,Suwallia,1,N,B213
00043CSR,Sweltsa,5,N,B214
00043CSR,Trombidiformes,1,N,B223
00043CSR,Visoka,2,N,B227
00043CSR,Wormaldia,1,N,B229
00043CSR,Yoraperla,15,N,B230
00043CSR,Zaitzevia,1,N,B231
00045CSR,Ameletus,1,C,B6
00045CSR,Apatania,1,C,B14
00045CSR,Attenella,1,C,B20
00045CSR,Baetis,93,C,B21
00045CSR,Ceratopogoninae,2,C,B33
00045CSR,Chironominae,102,C,B37
00045CSR,Cinygmula,55,C,B40
00045CSR,Dicosmoecus,1,C,B57
00045CSR,Dicranota,13,C,B58
00045CSR,Diphetor_hageni,2,C,B59
00045CSR,Doroneuria,5,C,B65
00045CSR,Drunella_coloradensis/flavilinea,3,C,B66
00045CSR,Drunella_doddsi,7,C,B67
00045CSR,Drunella_spinifera,2,C,B70
00045CSR,Glossosoma,4,C,B89
00045CSR,Glutops,3,C,B90
00045CSR,Hesperoperla,1,C,B103
00045CSR,Heterlimnius,32,C,B104
00045CSR,Hexatoma,2,C,B106
00045CSR,Lepidostoma,2,C,B125
00045CSR,Leptophlebiidae,7,C,B127
00045CSR,Malenka,66,C,B134
00045CSR,Narpus,3,C,B145
00045CSR,Nematoda,2,C,B146
00045CSR,Optioservus,1,C,B159
00045CSR,Orthocladiinae,43,C,B162
00045CSR,Paraperla,1,C,B165
00045CSR,Parapsyche,1,C,B166
00045CSR,Pteronarcys,1,C,B193
00045CSR,Rhabdomastix,1,C,B196
00045CSR,Rhithrogena,7,C,B197
00045CSR,Rhyacophila,10,C,B199
00045CSR,Serratella,33,C,B200
00045CSR,Simulium,3,C,B204
00045CSR,Suwallia,23,C,B213
00045CSR,Sweltsa,4,C,B214
00045CSR,Trombidiformes,8,C,B223
00045CSR,Wormaldia,4,C,B229
00045CSR,Zapada,7,C,B232
00046CSR,Ameletus,2,NT,B6
00046CSR,Baetis,4,NT,B21
00046CSR,Ceratopogoninae,3,NT,B33
00046CSR,Chironominae,306,NT,B37
00046CSR,Cinygma,2,NT,B39
00046CSR,Cultus,10,NT,B51
00046CSR,Despaxia,2,NT,B54
00046CSR,Dicranota,4,NT,B58
00046CSR,Diphetor_hageni,1,NT,B59
00046CSR,Dixa,1,NT,B61
00046CSR,Ephemerella,4,NT,B78
00046CSR,Heterlimnius,1,NT,B104
00046CSR,Ironodes,1,NT,B116
00046CSR,Lara,3,NT,B124
00046CSR,Lepidostoma,3,NT,B125
00046CSR,Leptophlebiidae,10,NT,B127
00046CSR,Limnophila,1,NT,B131
00046CSR,Malenka,2,NT,B134
00046CSR,Micrasema,3,NT,B140
00046CSR,Moselia,72,NT,B143
00046CSR,Neothremma,1,NT,B150
00046CSR,Orthocladiinae,121,NT,B162
00046CSR,Pedicia,1,NT,B167
00046CSR,Pericoma/Telmatoscopus,2,NT,B169
00046CSR,Psychoglypha,7,NT,B190
00046CSR,Soliperla,1,NT,B206
00046CSR,Sphaeriidae,11,NT,B209
00046CSR,Sweltsa,21,NT,B214
00046CSR,Tanypodinae,15,NT,B217
00046CSR,Trombidiformes,17,NT,B223
00046CSR,Yoraperla,11,NT,B230
00046CSR,Zapada,2,NT,B232
00047CSR,Apatania,2,N,B14
00047CSR,Baetis,28,N,B21
00047CSR,Calineuria,16,N,B27
00047CSR,Ceratopogoninae,1,N,B33
00047CSR,Chelifera,2,N,B34
00047CSR,Chironominae,92,N,B37
00047CSR,Cinygmula,36,N,B40
00047CSR,Dicranota,17,N,B58
00047CSR,Diphetor_hageni,21,N,B59
00047CSR,Dytiscidae,2,N,B72
00047CSR,Epeorus,4,N,B77
00047CSR,Glossosoma,16,N,B89
00047CSR,Hesperoperla,1,N,B103
00047CSR,Heterlimnius,3,N,B104
00047CSR,Hexatoma,1,N,B106
00047CSR,Leptophlebiidae,23,N,B127
00047CSR,Malenka,5,N,B134
00047CSR,Micrasema,2,N,B140
00047CSR,Nematoda,1,N,B146
00047CSR,Oligochaeta,81,N,B156
00047CSR,Onocosmoecus,3,N,B158
00047CSR,Optioservus,86,N,B159
00047CSR,Orthocladiinae,7,N,B162
00047CSR,Rhabdomastix,1,N,B196
00047CSR,Rhithrogena,7,N,B197
00047CSR,Rhyacophila,31,N,B199
00047CSR,Simulium,2,N,B204
00047CSR,Skwala,4,N,B205
00047CSR,Sphaeriidae,23,N,B209
00047CSR,Sweltsa,18,N,B214
00047CSR,Tanypodinae,6,N,B217
00047CSR,Trombidiformes,3,N,B223
00047CSR,Zaitzevia,25,N,B231
00047CSR,Zapada,37,N,B232
00048CSR,Ameletus,10,C,B6
00048CSR,Arctopsyche,1,C,B15
00048CSR,Baetis,230,C,B21
00048CSR,Calineuria,11,C,B27
00048CSR,Chironominae,1,C,B37
00048CSR,Cinygmula,23,C,B40
00048CSR,Dicranota,1,C,B58
00048CSR,Drunella_coloradensis/flavilinea,2,C,B66
00048CSR,Drunella_doddsi,1,C,B67
00048CSR,Epeorus,6,C,B77
00048CSR,Glossosoma,3,C,B89
00048CSR,Hesperoperla,3,C,B103
00048CSR,Heterlimnius,11,C,B104
00048CSR,Leptophlebiidae,3,C,B127
00048CSR,Malenka,28,C,B134
00048CSR,Micrasema,1,C,B140
00048CSR,Neophylax,1,C,B149
00048CSR,Oligochaeta,2,C,B156
00048CSR,Optioservus,5,C,B159
00048CSR,Orthocladiinae,17,C,B162
00048CSR,Rhithrogena,1,C,B197
00048CSR,Rhyacophila,55,C,B199
00048CSR,Serratella,11,C,B200
00048CSR,Suwallia,1,C,B213
00048CSR,Sweltsa,7,C,B214
00048CSR,Tanypodinae,4,C,B217
00048CSR,Zapada,3,C,B232
00049CSR,Baetis,12,C,B21
00049CSR,Calineuria,1,C,B27
00049CSR,Ceratopogoninae,2,C,B33
00049CSR,Chironominae,225,C,B37
00049CSR,Cinygma,8,C,B39
00049CSR,Despaxia,4,C,B54
00049CSR,Dicosmoecus,1,C,B57
00049CSR,Diphetor_hageni,6,C,B59
00049CSR,Doroneuria,1,C,B65
00049CSR,Drunella_doddsi,1,C,B67
00049CSR,Drunella_spinifera,38,C,B70
00049CSR,Forcipomyiinae,2,C,B87
00049CSR,Ironodes,6,C,B116
00049CSR,Lara,5,C,B124
00049CSR,Lepidostoma,1,C,B125
00049CSR,Leptophlebiidae,38,C,B127
00049CSR,Malenka,6,C,B134
00049CSR,Micrasema,3,C,B140
00049CSR,Moselia,8,C,B143
00049CSR,Neophylax,3,C,B149
00049CSR,Oligochaeta,11,C,B156
00049CSR,Orthocladiinae,60,C,B162
00049CSR,Parapsyche,2,C,B166
00049CSR,Polycentropodidae,1,C,B178
00049CSR,Rhyacophila,10,C,B199
00049CSR,Serratella,1,C,B200
00049CSR,Simulium,14,C,B204
00049CSR,Sweltsa,4,C,B214
00049CSR,Tanypodinae,13,C,B217
00049CSR,Trombidiformes,8,C,B223
00049CSR,Turbellaria,8,C,B225
00049CSR,Visoka,29,C,B227
00049CSR,Wormaldia,11,C,B229
00049CSR,Yoraperla,31,C,B230
00049CSR,Zapada,65,C,B232
00050CSR,Ampumixis,2,N,B10
00050CSR,Asellidae,2,N,B16
00050CSR,Baetis,1,N,B21
00050CSR,Calineuria,4,N,B27
00050CSR,Chironominae,15,N,B37
00050CSR,Cinygma,10,N,B39
00050CSR,Cultus,1,N,B51
00050CSR,Dicranota,4,N,B58
00050CSR,Diphetor_hageni,18,N,B59
00050CSR,Dixa,4,N,B61
00050CSR,Epeorus,1,N,B77
00050CSR,Glossosoma,64,N,B89
00050CSR,Heterlimnius,1,N,B104
00050CSR,Ironodes,42,N,B116
00050CSR,Isoperla,3,N,B118
00050CSR,Lara,6,N,B124
00050CSR,Lepidostoma,5,N,B125
00050CSR,Leptophlebiidae,25,N,B127
00050CSR,Malenka,4,N,B134
00050CSR,Meringodixa,6,N,B138
00050CSR,Micrasema,7,N,B140
00050CSR,Nematoda,1,N,B146
00050CSR,Neophylax,4,N,B149
00050CSR,Oligochaeta,6,N,B156
00050CSR,Optioservus,6,N,B159
00050CSR,Orthocladiinae,12,N,B162
00050CSR,Parapsyche,9,N,B166
00050CSR,Pteronarcys,2,N,B193
00050CSR,Ptychopteridae,1,N,B194
00050CSR,Rhyacophila,10,N,B199
00050CSR,Simulium,5,N,B204
00050CSR,Sphaeriidae,5,N,B209
00050CSR,Sweltsa,39,N,B214
00050CSR,Trombidiformes,6,N,B223
00050CSR,Turbellaria,11,N,B225
00050CSR,Wormaldia,45,N,B229
00050CSR,Yoraperla,37,N,B230
00050CSR,Zaitzevia,12,N,B231
00050CSR,Zapada,158,N,B232
00051CSR,Ameletus,10,C,B6
00051CSR,Antocha,2,C,B13
00051CSR,Baetis,31,C,B21
00051CSR,Caudatella,1,C,B31
00051CSR,Chironominae,162,C,B37
00051CSR,Cinygmula,23,C,B40
00051CSR,Clinocera,2,C,B43
00051CSR,Despaxia,1,C,B54
00051CSR,Diamesinae,1,C,B56
00051CSR,Dicranota,2,C,B58
00051CSR,Diphetor_hageni,2,C,B59
00051CSR,Doroneuria,3,C,B65
00051CSR,Drunella_coloradensis/flavilinea,10,C,B66
00051CSR,Drunella_doddsi,17,C,B67
00051CSR,Epeorus,22,C,B77
00051CSR,Glutops,4,C,B90
00051CSR,Heterlimnius,3,C,B104
00051CSR,Lepidostoma,4,C,B125
00051CSR,Leptophlebiidae,9,C,B127
00051CSR,Limnophila,1,C,B131
00051CSR,Megarcys,14,C,B137
00051CSR,Oligochaeta,5,C,B156
00051CSR,Orthocladiinae,50,C,B162
00051CSR,Parapsyche,4,C,B166
00051CSR,Rhithrogena,67,C,B197
00051CSR,Rhyacophila,37,C,B199
00051CSR,Serratella,6,C,B200
00051CSR,Simulium,2,C,B204
00051CSR,Skwala,2,C,B205
00051CSR,Suwallia,1,C,B213
00051CSR,Sweltsa,12,C,B214
00051CSR,Tanypodinae,6,C,B217
00051CSR,Tipula,1,C,B220
00051CSR,Trombidiformes,6,C,B223
00051CSR,Visoka,4,C,B227
00051CSR,Wormaldia,3,C,B229
00051CSR,Yoraperla,91,C,B230
00052CSR,Acentrella,4,N,B1
00052CSR,Antocha,2,N,B13
00052CSR,Apatania,2,N,B14
00052CSR,Baetis,55,N,B21
00052CSR,Calineuria,11,N,B27
00052CSR,Ceratopogoninae,3,N,B33
00052CSR,Chelifera,2,N,B34
00052CSR,Chironominae,357,N,B37
00052CSR,Despaxia,1,N,B54
00052CSR,Dicosmoecus,6,N,B57
00052CSR,Dicranota,22,N,B58
00052CSR,Diphetor_hageni,39,N,B59
00052CSR,Epeorus,4,N,B77
00052CSR,Ephemerella,2,N,B78
00052CSR,Fluminicola,11,N,B86
00052CSR,Glossosoma,16,N,B89
00052CSR,Gomphidae,1,N,B92
00052CSR,Hesperoperla,1,N,B103
00052CSR,Heterlimnius,23,N,B104
00052CSR,Hexatoma,3,N,B106
00052CSR,Limnophila,1,N,B131
00052CSR,Narpus,2,N,B145
00052CSR,Nematoda,1,N,B146
00052CSR,Neophylax,1,N,B149
00052CSR,Oligochaeta,4,N,B156
00052CSR,Optioservus,72,N,B159
00052CSR,Orthocladiinae,30,N,B162
00052CSR,Rhithrogena,11,N,B197
00052CSR,Rhyacophila,13,N,B199
00052CSR,Suwallia,6,N,B213
00052CSR,Sweltsa,2,N,B214
00052CSR,Tanypodinae,2,N,B217
00052CSR,Trombidiformes,3,N,B223
00052CSR,Wormaldia,17,N,B229
00052CSR,Zapada,2,N,B232
00053CSR,Acentrella,8,N,B1
00053CSR,Antocha,1,N,B13
00053CSR,Atherix,2,N,B18
00053CSR,Baetis,46,N,B21
00053CSR,Blephariceridae,1,N,B23
00053CSR,Calineuria,19,N,B27
00053CSR,Ceratopogoninae,5,N,B33
00053CSR,Chelifera,1,N,B34
00053CSR,Chironominae,281,N,B37
00053CSR,Cinygma,2,N,B39
00053CSR,Cinygmula,1,N,B40
00053CSR,Cleptelmis,2,N,B42
00053CSR,Despaxia,1,N,B54
00053CSR,Dicranota,1,N,B58
00053CSR,Diphetor_hageni,12,N,B59
00053CSR,Drunella_doddsi,12,N,B67
00053CSR,Epeorus,32,N,B77
00053CSR,Fluminicola,2,N,B86
00053CSR,Glossosoma,64,N,B89
00053CSR,Gomphidae,1,N,B92
00053CSR,Hesperoperla,2,N,B103
00053CSR,Heterlimnius,1,N,B104
00053CSR,Hydropsyche,49,N,B114
00053CSR,Malenka,1,N,B134
00053CSR,Maruina,1,N,B136
00053CSR,Narpus,1,N,B145
00053CSR,Nematoda,4,N,B146
00053CSR,Neophylax,3,N,B149
00053CSR,Oligochaeta,13,N,B156
00053CSR,Optioservus,10,N,B159
00053CSR,Orthocladiinae,15,N,B162
00053CSR,Pteronarcys,1,N,B193
00053CSR,Rhithrogena,10,N,B197
00053CSR,Rhyacophila,31,N,B199
00053CSR,Sphaeriidae,1,N,B209
00053CSR,Sweltsa,2,N,B214
00053CSR,Trombidiformes,8,N,B223
00053CSR,Wormaldia,11,N,B229
00053CSR,Zaitzevia,13,N,B231
00053CSR,Zapada,4,N,B232
00054CSR,Baetis,10,N,B21
00054CSR,Chironominae,18,N,B37
00054CSR,Cinygma,1,N,B39
00054CSR,Cinygmula,1,N,B40
00054CSR,Dicranota,21,N,B58
00054CSR,Diphetor_hageni,1,N,B59
00054CSR,Glossosoma,1,N,B89
00054CSR,Hexatoma,3,N,B106
00054CSR,Leptophlebiidae,1,N,B127
00054CSR,Oligochaeta,5,N,B156
00054CSR,Onocosmoecus,2,N,B158
00054CSR,Orthocladiinae,7,N,B162
00054CSR,Rhyacophila,18,N,B199
00054CSR,Skwala,16,N,B205
00054CSR,Sphaeriidae,3,N,B209
00054CSR,Sweltsa,34,N,B214
00054CSR,Tanypodinae,1,N,B217
00054CSR,Yoraperla,1,N,B230
00054CSR,Zapada,12,N,B232
00055CSR,Acentrella,1,C,B1
00055CSR,Ameletus,1,C,B6
00055CSR,Amiocentrus,1,C,B8
00055CSR,Ampumixis,2,C,B10
00055CSR,Antocha,120,C,B13
00055CSR,Arctopsyche,3,C,B15
00055CSR,Attenella,6,C,B20
00055CSR,Baetis,13,C,B21
00055CSR,Blephariceridae,1,C,B23
00055CSR,Calineuria,17,C,B27
00055CSR,Caloparyphus,2,C,B29
00055CSR,Chelifera,6,C,B34
00055CSR,Chironominae,211,C,B37
00055CSR,Cleptelmis,1,C,B42
00055CSR,Clinocera,2,C,B43
00055CSR,Despaxia,1,C,B54
00055CSR,Dicranota,3,C,B58
00055CSR,Diphetor_hageni,13,C,B59
00055CSR,Drunella_doddsi,3,C,B67
00055CSR,Epeorus,1,C,B77
00055CSR,Eubrianax,12,C,B81
00055CSR,Glossosoma,5,C,B89
00055CSR,Gomphidae,2,C,B92
00055CSR,Heptagenia,12,C,B101
00055CSR,Hesperoperla,9,C,B103
00055CSR,Hydropsyche,14,C,B114
00055CSR,Lepidostoma,18,C,B125
00055CSR,Leptophlebiidae,2,C,B127
00055CSR,Malenka,27,C,B134
00055CSR,Ochrotrichia,3,C,B153
00055CSR,Oligochaeta,2,C,B156
00055CSR,Optioservus,17,C,B159
00055CSR,Ordobrevia,1,C,B160
00055CSR,Orthocladiinae,56,C,B162
00055CSR,Polycentropodidae,1,C,B178
00055CSR,Rhyacophila,28,C,B199
00055CSR,Tanypodinae,12,C,B217
00055CSR,Trombidiformes,5,C,B223
00055CSR,Turbellaria,1,C,B225
00055CSR,Wormaldia,4,C,B229
00055CSR,Zaitzevia,5,C,B231
00056CSR,Agapetus,3,N,B3
00056CSR,Ameletus,9,N,B6
00056CSR,Ampumixis,1,N,B10
00056CSR,Apatania,2,N,B14
00056CSR,Baetis,28,N,B21
00056CSR,Calineuria,3,N,B27
00056CSR,Chelifera,2,N,B34
00056CSR,Chironominae,16,N,B37
00056CSR,Despaxia,1,N,B54
00056CSR,Doroneuria,1,N,B65
00056CSR,Drunella_coloradensis/flavilinea,4,N,B66
00056CSR,Drunella_doddsi,1,N,B67
00056CSR,Epeorus,3,N,B77
00056CSR,Glossosoma,3,N,B89
00056CSR,Heterlimnius,14,N,B104
00056CSR,Ironodes,1,N,B116
00056CSR,Lepidostoma,2,N,B125
00056CSR,Leptophlebiidae,1,N,B127
00056CSR,Moselia,1,N,B143
00056CSR,Narpus,2,N,B145
00056CSR,Oligochaeta,1,N,B156
00056CSR,Orthocladiinae,4,N,B162
00056CSR,Parapsyche,3,N,B166
00056CSR,Rhithrogena,14,N,B197
00056CSR,Rhyacophila,13,N,B199
00056CSR,Sweltsa,1,N,B214
00056CSR,Turbellaria,2,N,B225
00056CSR,Visoka,3,N,B227
00056CSR,Wormaldia,1,N,B229
00056CSR,Yoraperla,8,N,B230
00056CSR,Zaitzevia,2,N,B231
00056CSR,Zapada,1,N,B232
00057CSR,Antocha,1,N,B13
00057CSR,Arctopsyche,4,N,B15
00057CSR,Baetis,32,N,B21
00057CSR,Calineuria,35,N,B27
00057CSR,Chelifera,3,N,B34
00057CSR,Chironominae,37,N,B37
00057CSR,Diphetor_hageni,4,N,B59
00057CSR,Drunella_doddsi,9,N,B67
00057CSR,Epeorus,15,N,B77
00057CSR,Glossosoma,14,N,B89
00057CSR,Glutops,5,N,B90
00057CSR,Gomphidae,1,N,B92
00057CSR,Hesperoperla,20,N,B103
00057CSR,Heterlimnius,7,N,B104
00057CSR,Hexatoma,1,N,B106
00057CSR,Hydropsyche,1,N,B114
00057CSR,Ironodes,1,N,B116
00057CSR,Juga,11,N,B119
00057CSR,Leptophlebiidae,1,N,B127
00057CSR,Malenka,4,N,B134
00057CSR,Micrasema,1,N,B140
00057CSR,Neophylax,4,N,B149
00057CSR,Orthocladiinae,9,N,B162
00057CSR,Rhithrogena,1,N,B197
00057CSR,Rhyacophila,14,N,B199
00057CSR,Simulium,8,N,B204
00057CSR,Sweltsa,6,N,B214
00057CSR,Tanypodinae,1,N,B217
00057CSR,Wormaldia,6,N,B229
00057CSR,Zaitzevia,1,N,B231
00057CSR,Zapada,1,N,B232
00058CSR,Asellidae,1,N,B16
00058CSR,Ceratopogoninae,3,N,B33
00058CSR,Chelifera,2,N,B34
00058CSR,Chironominae,71,N,B37
00058CSR,Dicranota,11,N,B58
00058CSR,Dixa,1,N,B61
00058CSR,Helophorus,2,N,B99
00058CSR,Isoperla,2,N,B118
00058CSR,Juga,42,N,B119
00058CSR,Lara,1,N,B124
00058CSR,Leptophlebiidae,4,N,B127
00058CSR,Malenka,12,N,B134
00058CSR,Nematoda,3,N,B146
00058CSR,Oligochaeta,17,N,B156
00058CSR,Orthocladiinae,25,N,B162
00058CSR,Parapsyche,4,N,B166
00058CSR,Prodiamesinae,3,N,B182
00058CSR,Sialis,6,N,B202
00058CSR,Simulium,44,N,B204
00058CSR,Sphaeriidae,22,N,B209
00058CSR,Tabanidae,2,N,B215
00058CSR,Tanypodinae,15,N,B217
00058CSR,Tipula,1,N,B220
00058CSR,Trombidiformes,18,N,B223
00059CSR,Acentrella,1,N_lc,B1
00059CSR,Ameletus,1,N_lc,B6
00059CSR,Atherix,1,N_lc,B18
00059CSR,Baetis,24,N_lc,B21
00059CSR,Calineuria,7,N_lc,B27
00059CSR,Dicranota,4,N_lc,B58
00059CSR,Drunella_doddsi,34,N_lc,B67
00059CSR,Epeorus,2,N_lc,B77
00059CSR,Heterlimnius,1,N_lc,B104
00059CSR,Hydropsyche,2,N_lc,B114
00059CSR,Micrasema,1,N_lc,B140
00059CSR,Narpus,1,N_lc,B145
00059CSR,Optioservus,2,N_lc,B159
00059CSR,Pteronarcys,1,N_lc,B193
00059CSR,Rhithrogena,10,N_lc,B197
00059CSR,Suwallia,3,N_lc,B213
00059CSR,Trombidiformes,3,N_lc,B223
00059CSR,Wormaldia,2,N_lc,B229
00059CSR,Zaitzevia,1,N_lc,B231
00059CSR,Zapada,1,N_lc,B232
00060CSR,Ameletus,3,C,B6
00060CSR,Arctopsyche,8,C,B15
00060CSR,Baetis,208,C,B21
00060CSR,Calineuria,5,C,B27
00060CSR,Ceratopogoninae,2,C,B33
00060CSR,Chironominae,46,C,B37
00060CSR,Cinygmula,29,C,B40
00060CSR,Despaxia,1,C,B54
00060CSR,Dicranota,3,C,B58
00060CSR,Drunella_doddsi,22,C,B67
00060CSR,Dytiscidae,1,C,B72
00060CSR,Epeorus,55,C,B77
00060CSR,Glossosoma,18,C,B89
00060CSR,Glutops,1,C,B90
00060CSR,Hesperoperla,1,C,B103
00060CSR,Heterlimnius,16,C,B104
00060CSR,Hexatoma,3,C,B106
00060CSR,Ironodes,1,C,B116
00060CSR,Kathroperla,1,C,B120
00060CSR,Lara,1,C,B124
00060CSR,Lepidostoma,2,C,B125
00060CSR,Malenka,2,C,B134
00060CSR,Narpus,1,C,B145
00060CSR,Nematoda,1,C,B146
00060CSR,Neophylax,3,C,B149
00060CSR,Oligochaeta,4,C,B156
00060CSR,Optioservus,1,C,B159
00060CSR,Oreogeton,1,C,B161
00060CSR,Orthocladiinae,20,C,B162
00060CSR,Rhithrogena,28,C,B197
00060CSR,Rhyacophila,25,C,B199
00060CSR,Serratella,2,C,B200
00060CSR,Simulium,1,C,B204
00060CSR,Sphaeriidae,1,C,B209
00060CSR,Sweltsa,2,C,B214
00060CSR,Tanypodinae,1,C,B217
00060CSR,Trombidiformes,1,C,B223
00060CSR,Wormaldia,3,C,B229
00060CSR,Yoraperla,2,C,B230
00060CSR,Zaitzevia,3,C,B231
00060CSR,Zapada,4,C,B232
00061CSR,Acentrella,1,N,B1
00061CSR,Antocha,2,N,B13
00061CSR,Arctopsyche,1,N,B15
00061CSR,Baetis,43,N,B21
00061CSR,Blephariceridae,1,N,B23
00061CSR,Calineuria,22,N,B27
00061CSR,Chelifera,1,N,B34
00061CSR,Chironominae,43,N,B37
00061CSR,Cinygma,1,N,B39
00061CSR,Despaxia,1,N,B54
00061CSR,Dicranota,2,N,B58
00061CSR,Diphetor_hageni,4,N,B59
00061CSR,Drunella_doddsi,3,N,B67
00061CSR,Drunella_grandis,1,N,B68
00061CSR,Epeorus,8,N,B77
00061CSR,Glossosoma,250,N,B89
00061CSR,Hesperoconopa,1,N,B102
00061CSR,Hesperoperla,1,N,B103
00061CSR,Hydropsyche,2,N,B114
00061CSR,Juga,1,N,B119
00061CSR,Lepidostoma,1,N,B125
00061CSR,Nematoda,1,N,B146
00061CSR,Neophylax,6,N,B149
00061CSR,Oligochaeta,12,N,B156
00061CSR,Optioservus,1,N,B159
